,user_id,minutesPassed,Purity,randIndex,NMI,numDocsLabeled,sLDAUpFreq,group
197,64.0,31.0,0.4199566160520607,0.086745755382311,0.1784127544040717,46.0,0.0,NONE
198,64.0,32.0,0.420824295010846,0.077916297993582,0.1738824257081393,47.0,0.0,NONE
199,64.0,33.0,0.4321041214750542,0.0863505682431661,0.1664642953609826,48.0,0.0,NONE
200,64.0,34.0,0.4390455531453362,0.0868324648245091,0.177131576421475,49.0,0.0,NONE
201,64.0,35.0,0.4407809110629067,0.0806593193074771,0.1765944553845502,49.0,0.0,NONE
202,64.0,36.0,0.4477223427331887,0.0856135177985727,0.1836017402378747,51.0,0.0,NONE
203,64.0,37.0,0.4568329718004338,0.0829014322852935,0.1865414881157409,53.0,0.0,NONE
204,64.0,38.0,0.4368763557483731,0.087723092324063,0.184131000219721,55.0,0.0,NONE
205,64.0,39.0,0.4520607375271149,0.0830525930094006,0.1865940080885238,57.0,0.0,NONE
206,64.0,40.0,0.457700650759219,0.0832116408530653,0.1913080273981303,61.0,0.0,NONE
207,64.0,41.0,0.4503253796095445,0.0838999892342801,0.1888692998525337,64.0,0.0,NONE
208,64.0,42.0,0.4481561822125813,0.0829014322852935,0.1848902159306539,66.0,0.0,NONE
209,64.0,43.0,0.4568329718004338,0.0840186229735992,0.1975468425827805,67.0,0.0,NONE
210,64.0,44.0,0.4598698481561822,0.089249106552539,0.1963956338965094,69.0,0.0,NONE
211,64.0,45.0,0.4672451193058568,0.0878244534029257,0.1959098672628863,71.0,0.0,NONE
212,64.0,46.0,0.4733188720173535,0.0903113200262723,0.2211261124070346,73.0,0.0,NONE
213,64.0,47.0,0.4694143167028199,0.0878244534029257,0.2226840589190766,76.0,0.0,NONE
214,64.0,48.0,0.4728850325379609,0.0906455501037183,0.2309731530101484,79.0,0.0,NONE
215,64.0,49.0,0.4902386117136659,0.0906455501037183,0.2361827468723143,84.0,0.0,NONE
216,64.0,50.0,0.4837310195227766,0.0878244534029257,0.2361827468723143,84.0,0.0,NONE
217,64.0,51.0,0.4824295010845987,0.0878244534029257,0.2278509928833304,84.0,0.0,NONE
218,64.0,52.0,0.4845986984815618,0.0878244534029257,0.2268628945170507,84.0,0.0,NONE
219,64.0,53.0,0.4950108459869848,0.0878244534029257,0.2312206012926116,85.0,0.0,NONE
220,64.0,54.0,0.49587852494577,0.0878244534029257,0.2312206012926116,88.0,0.0,NONE
221,64.0,55.0,0.4971800433839479,0.0878244534029257,0.2312206012926116,89.0,0.0,NONE
222,64.0,56.0,0.4971800433839479,0.0878244534029257,0.234777228110436,91.0,0.0,NONE
223,64.0,57.0,0.5023861171366595,0.0865927491903571,0.2345690092967752,93.0,0.0,NONE
224,64.0,58.0,0.502819956616052,0.0855432440580089,0.2345690092967752,94.0,0.0,NONE
225,64.0,59.0,0.5101952277657267,0.0878244534029257,0.2345690092967752,97.0,0.0,NONE
226,64.0,60.0,0.5119305856832972,0.0868492982699807,0.2345690092967752,98.0,0.0,NONE
227,64.0,61.0,0.5088937093275488,0.0917592329489348,0.2345690092967752,100.0,0.0,NONE
